News Title,Publisher name,Image url,Publisher image url,Publisher rectangle url,Updated,Link
"In Jakarta, PM Anwar vows no compromise in war on graft even at risk to self",The Borneo Post,https://image.luminews.my/3xwd8qbuc78smx7t1b6lqot7857y,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,1 hour ago,https://www.theborneopost.com/2023/01/09/in-jakarta-pm-anwar-vows-no-compromise-in-war-on-graft-even-at-risk-to-self/
Lutong man stunned to find 3-metre python dropping into kitchen,The Borneo Post,https://image.luminews.my/gio5njnauuqoxnocx06oyux7otzd,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,1 hour ago,https://www.theborneopost.com/2023/01/09/lutong-man-stunned-to-find-3-metre-python-dropping-into-kitchen/
Religious Affairs Minister: Malaysia to raise umrah package price increase issue with Saudi Arabian govt,The Borneo Post,https://image.luminews.my/qjqvdintxt7dxgqjak4e99uv2ojg,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,1 hour ago,https://www.theborneopost.com/2023/01/09/religious-affairs-minister-malaysia-to-raise-umrah-package-price-increase-issue-with-saudi-arabian-govt/
Tian Chua slams PKR for announcing sacking to media first,FMT News,https://image.luminews.my/504ottp3yrc0nhwv2lbpq856rt6c,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,1 hour ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/tian-chua-slams-pkr-for-announcing-his-sacking-to-media-first/
Delivery Company Vows To Help Cancer Patient Deliver 5 Years Worth Of Gifts To Loved Ones,SAYS,https://image.luminews.my/c7ypo7bz065927pci934cgv514c9,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,1 hour ago,https://says.com/my/news/delivery-company-help-cancer-patient-send-gifts-to-loved-ones
"China to collect, analyse Covid-19 test samples of travelers from abroad to determine variants",Sinar Daily,https://image.luminews.my/r2gro94rovsjnvymjrcg3psas8i3,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,1 hour ago,https://www.sinardaily.my/article/187947/world/news/china-to-collect-analyse-covid-19-test-samples-of-travellers-from-abroad-to-determine-variants
"RM1,000 compound ridiculous, does not make sense, MPK told",New Straits Times,https://image.luminews.my/3galoboqffqvpwyf8p0kcjtda9n8,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,1 hour ago,https://www.nst.com.my/news/nation/2023/01/868561/rm1000-compound-ridiculous-does-not-make-sense-mpk-told
Joko Widodo accords warm welcome to Anwar,New Straits Times,https://image.luminews.my/a1sbub68clcz883nv7t29px5cxvs,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,1 hour ago,https://www.nst.com.my/news/nation/2023/01/868559/joko-widodo-accords-warm-welcome-anwar
[Watch] 6 Men Arrested For Fighting And Damaging Car In Miri Mall Parking Lot,The Rakyat Post,https://image.luminews.my/d2udq8s9kakr1y635dm2huhqpf5h,https://image.luminews.my/fyd6tnm764q1b7w39z2fh10yl8nu,https://image.luminews.my/dcjibihy3jn5baph5jnuzvvuipws,1 hour ago,https://www.therakyatpost.com/news/2023/01/09/watch-6-men-arrested-for-fighting-and-damaging-car-in-miri-mall-parking-lot/
"Focus continues at Istana Seri Kinabalu, Sri Gaya on Sabah’s political situation",The Malaysian Reserve,https://image.luminews.my/bora1oa7pilga0ekn2d3srcidtjg,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,1 hour ago,https://themalaysianreserve.com/2023/01/09/focus-continues-at-istana-seri-kinabalu-sri-gaya-on-sabahs-political-situation/
Consumers' Association: Please Don't Buy Rabbits As Pets Just For CNY This Year,SAYS,https://image.luminews.my/pbag8b7tot3u62x2kue9jccwjd3l,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,1 hour ago,https://says.com/my/news/consumers-association-please-don-t-buy-rabbits-as-pets-just-for-cny-this-year
Orang Asli frightened by bear,New Straits Times,https://image.luminews.my/x6hawq4hw7dsyyu5pjw2fcdxitd8,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,1 hour ago,https://www.nst.com.my/news/nation/2023/01/868554/orang-asli-frightened-bear
Man claims bear dug up and ate wife's corpse,New Straits Times,https://image.luminews.my/btvzmeolclopz06pagn5fk756am6,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,1 hour ago,https://www.nst.com.my/news/nation/2023/01/868554/man-claims-bear-dug-and-ate-wifes-corpse
"Focus on Istana Seri Kinabalu, Sri Gaya on Sabah's political turmoil",New Straits Times,https://image.luminews.my/t8tazrcwe8bmzim4e8ks1aoa0pjt,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868552/focus-istana-seri-kinabalu-sri-gaya-sabahs-political-turmoil
"Prasarana allocated RM2.8 billion to improve train, bus services",Sinar Daily,https://image.luminews.my/jam5gtnynq4k4ml6embfkfaenjae,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,2 hours ago,https://www.sinardaily.my/article/187945/malaysia/national/prasarana-allocated-rm28-billion-to-improve-train-bus-services
Doctor Drives Car Into Opposite Lane And Causes Accident That Kills Mum & Son,SAYS,https://image.luminews.my/npkotknne2uc7bc8f8fr6s18i55v,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/doctor-drives-car-into-opposite-lane-and-causes-accident-that-kills-mum-son
"BIZ in BRIEF: Wellspire, CSH Alliance, Pan Malaysia and Classita",The Malaysian Reserve,https://image.luminews.my/mpwqrzwxt6vnrzhuqhq1zd8y94bj,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/biz-in-brief-wellspire-csh-alliance-pan-malaysia-and-classita/
Travelling To Thailand? Here Are New COVID-19 Measures All M'sians Need To Know From 9 Jan,SAYS,https://image.luminews.my/6ly7do5wgieq4uctfevhcd1yyo1b,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/thailand-new-covid19-measures-all-malaysians-need-to-know-9jan
Kedah encourages F&B operators to mask up,New Straits Times,https://image.luminews.my/5z1wxunc77yeff9ab147ttmttfsr,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868548/kedah-encourages-fb-operators-mask
Short-term rates to remain stable on BNM’s operations,The Malaysian Reserve,https://image.luminews.my/9h7mgud7xqfbw44upeilqg7tpsxa,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/short-term-rates-to-remain-stable-on-bnms-operations-2/
KTMB To Provide Additional ETS Rides For Chinese New Year 2023,SAYS,https://image.luminews.my/r72lnwgyirng6u10pb5xa5ov8m80,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/additional-ets-rides-for-chinese-new-year-2023
Pharmaniaga expands distribution capacity in northern region,The Malaysian Reserve,https://image.luminews.my/eswn1rrl8gneb2t13j4tulbyspux,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/pharmaniaga-expands-distribution-capacity-in-northern-region/
"""I Thought It Was Beef"" — Man Finds Dirty Washcloth In His Hot Pot Takeaway Order",SAYS,https://image.luminews.my/914xk0tdfloqpkbpd6xle30x1e62,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/man-finds-dirty-washcloth-hotpot-takeaway-order
[LIVE] Prime Minister Datuk Seri Anwar Ibrahim at Istana Bogor,New Straits Times,https://image.luminews.my/nwv0vx1piyiuvio9xd149jj1l44b,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868545/live-prime-minister-datuk-seri-anwar-ibrahim-istana-bogor
"Not sacking Tian Chua would have sent wrong signal, says analyst",FMT News,https://image.luminews.my/v7b89nmzthjrkta909j5hrd86mak,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/not-sacking-tian-chua-would-have-sent-wrong-signal-say-analysts/
"Many bosses not abiding by Employment Act changes, says MTUC",FMT News,https://image.luminews.my/30mf5zb3v0rkhofa7290ewp50l1u,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/many-bosses-not-abiding-by-employment-act-changes-says-mtuc/
Revenue Group stock fell 31% in past week,The Malaysian Reserve,https://image.luminews.my/qmedkegpg9aqycelvj4ihbojyimr,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/revenue-group-stock-fell-31-in-past-week/
"Sabah’s political situation: Focus continues at Istana Seri Kinabalu, Sri Gaya",The Borneo Post,https://image.luminews.my/4f19u2jfsuk4zsuc2elwz8zmnen4,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,2 hours ago,https://www.theborneopost.com/2023/01/09/sabahs-political-situation-focus-continues-at-istana-seri-kinabalu-sri-gaya/
Langkawi-Koh Lanta ferry service to start soon,New Straits Times,https://image.luminews.my/5fq3kh95malnz3g6kc0b41dbqbq2,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868537/langkawi-koh-lanta-ferry-service-start-soon
Sacked Tian Chua Gets 14 Days To Submit Dismissal Appeal,The Rakyat Post,https://image.luminews.my/xcf1bdcob4unfcru4cyxb16sazu0,https://image.luminews.my/fyd6tnm764q1b7w39z2fh10yl8nu,https://image.luminews.my/dcjibihy3jn5baph5jnuzvvuipws,3 hours ago,https://www.therakyatpost.com/news/2023/01/09/sacked-tian-chua-gets-14-days-to-submit-dismissal-appeal/
5 Sabah Umno reps willing to be sacked after refusing to plot against Hajiji,FMT News,https://image.luminews.my/pleioif3voy1oyw3rzcvp48nriwf,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,3 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/5-sabah-umno-reps-willing-to-be-sacked-after-refusing-to-plot-against-hajiji/
PM: Special retreat for ministers to set KPI to be held next week,The Malaysian Reserve,https://image.luminews.my/vhmgclla0e805r9otsegzo9po7vy,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,3 hours ago,https://themalaysianreserve.com/2023/01/09/pm-special-retreat-for-ministers-to-set-kpi-to-be-held-next-week/
"Appeal and we will reduce RM1,000 parking fines, says exco man",FMT News,https://image.luminews.my/cl5m3ittj8ipd79c6pfvtkhwk4pl,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,3 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/appeal-and-we-will-reduce-rm1000-parking-fines-says-exco-man/
Residents in Semabok upset with growing number of Rohingya ethnic,New Straits Times,https://image.luminews.my/8gaanehnuuxrcs41gn9idfngz706,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,3 hours ago,https://www.nst.com.my/news/nation/2023/01/868523/residents-semabok-upset-growing-number-rohingya-ethnic
Residents in Semabok upset with growing number of Rohingya,New Straits Times,https://image.luminews.my/00lqhbyj3p1hrfleae26wibsol3v,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,3 hours ago,https://www.nst.com.my/news/nation/2023/01/868523/residents-semabok-upset-growing-number-rohingya
Tianqi expands lithium empire with deal to buy Australian miner,The Malaysian Reserve,https://image.luminews.my/n92xtb8csgzqy8t433rjxuyqkyzq,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,3 hours ago,https://themalaysianreserve.com/2023/01/09/tianqi-expands-lithium-empire-with-deal-to-buy-australian-miner/
This Woman is the only Msian to be Chosen for a United Nations Space Programme,Rojak Daily,https://image.luminews.my/tjwnpi82g48rmtav3kytm9ao3cx1,https://image.luminews.my/m608qpu24r1gjfukjmf8puzwc4il,https://image.luminews.my/og7y3rik4kmwopl5bm0n45dzr9qi,3 hours ago,https://gempak.com/rojakdaily/news/woman-only-msian-be-chosen-united-nations-space-programme-77746
Ex- NGO chairman and treasurer nabbed in false claim probe,Sinar Daily,https://image.luminews.my/hs1cyoqsllhob54ikmomvhojx581,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,3 hours ago,https://www.sinardaily.my/article/187942/malaysia/national/ex--ngo-chairman-and-treasurer-nabbed-in-false-claim-probe
"Ex-NGO chairman, treasurer nabbed in false claim probe",New Straits Times,https://image.luminews.my/o4q30cl60znudlu3gsnpqxniuk0m,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,3 hours ago,https://www.nst.com.my/news/crime-courts/2023/01/868519/ex-ngo-chairman-treasurer-nabbed-false-claim-probe
Digitalising MSMEs amid seismic disruption,The Malaysian Reserve,https://image.luminews.my/o113q65z253t12tw9jmock0eld4s,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,3 hours ago,https://themalaysianreserve.com/2023/01/09/digitalising-msmes-amid-seismic-disruption/
Govt urged to enforce physical distancing in public areas to curb spread of new Covid-19 variants,The Borneo Post,https://image.luminews.my/ggeb6ofuuvm16l2a22bgq89vlef6,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,3 hours ago,https://www.theborneopost.com/2023/01/09/govt-urged-to-enforce-physical-distancing-in-public-areas-to-curb-spread-of-new-covid-19-variants/
Govt urged to enforce physical distancing to curb potential spread of new Covid-19 variants,The Borneo Post,https://image.luminews.my/tsp6xyxql5mhpv0j4hl0iu35jx56,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,3 hours ago,https://www.theborneopost.com/2023/01/09/govt-urged-to-enforce-physical-distancing-to-curb-potential-spread-of-new-covid-19-variants/
No end to supply glut in rubber glove industry anytime soon,The Malaysian Reserve,https://image.luminews.my/wq3u0km11ooyghew6wwrzyna397f,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,4 hours ago,https://themalaysianreserve.com/2023/01/09/no-end-to-supply-glut-in-rubber-glove-industry-anytime-soon/
"Alibaba plans logistics hub at Istanbul Airport, data center near Ankara",The Malaysian Reserve,https://image.luminews.my/c1abayyfl3uwua9qx4qq1cm1ewut,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,4 hours ago,https://themalaysianreserve.com/2023/01/09/alibaba-plans-logistics-hub-at-istanbul-airport-data-center-near-ankara/
Take charge of our ESG bubble,The Malaysian Reserve,https://image.luminews.my/kfwh59l687uq9biqeqbydjb8bdj1,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,4 hours ago,https://themalaysianreserve.com/2023/01/09/take-charge-of-our-esg-bubble/
"Malaysia’s GDP to moderate in 2023 amid uncertainties, vulnerabilities",The Malaysian Reserve,https://image.luminews.my/eov6v60j6g4na5h3d8kxdkh9tyq8,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,4 hours ago,https://themalaysianreserve.com/2023/01/09/malaysias-gdp-to-moderate-in-2023-amid-uncertainties-vulnerabilities/
Muslims must set an example as Islam is religion of unity - Minister,Sinar Daily,https://image.luminews.my/csjq7o6vf1ubdq77h5gm1a5ppv6j,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,4 hours ago,https://www.sinardaily.my/article/187938/islamic/news/muslims-must-set-an-example-as-islam-is-religion-of-unity---minister
